IE4UFYCM, Full Time Employee, 1995-03-21,27, 2022-07-26, 2022-09-01, Career change,Voluntary, Male, Divorced, M6, SML,95351.34, Denmark, Aalborg, Sales & Marketing, DM1, Jewish, Danish, 
9A8IGYMC, Full Time Employee, 1994-07-02,28, 2021-01-30, , ,, Male, Widowed, N2, NML,32752.3, Netherlands, Rotterdam, Production, NL2, Islam, Dutch, 
VSSUVO3E, Full Time Employee, 1982-03-19,40, 2000-11-24, , ,, Male, Married, M2, JML,43201.33, Denmark, Copenhagen, Engineering, DM2, Islam, Danish, 
UNYLSVE1, Full Time Employee, 2002-04-04,20, 2023-01-23, , ,, Male, Divorced, M3, MML,53048.78, Belgium, Brussels, Logistics, BL1, Jewish, Moroccan, 
WGA8CS1Z, Full Time Employee, 1961-03-26,61, 1998-12-04, , ,, Male, Married, M3, MML,53056.35, United States, Boise, Production, US1, Christianity, African-American, 
97XNPMTZ, Casual Employee, 1979-03-23,43, 2009-11-09, , ,, Female, Married, M2, JML,43197.63, Netherlands, Eindhoven, Customer Service, NL4, Islam, Turkish, 
03AEYMK6, Full Time Employee, 1971-06-09,51, 1993-02-20, , ,, Male, Separated, M1, JML,35451.89, United States, Phoenix, Production, US3, Christianity, White, 
HVKTD497, Full Time Employee, 1969-04-24,53, 1988-09-04, , ,, Female, Married, M3, MML,53052.21, China, Peking, Logistics, CN6, Buddhism, Han Chinese, 
YVLNAR93, Full Time Employee, 1965-11-20,57, 2004-04-30, 2016-10-16, Medical issues,Voluntary, Female, Separated, M4, MML,61550.25, China, Chongqing, Engineering, CN6, Islam, Han Chinese, 
X8DF50GE, Casual Employee, 1998-03-17,24, 2018-07-02, , ,, Female, Separated, M4, MML,61548.81, Indonesia, Bandung, Stores, IA3, Christianity, Javanese, 
HC466JT1, Full Time Employee, 1983-11-10,39, 2017-04-13, , ,, Male, Separated, M1, JML,35449.21, Italy, Nice, Production, IT3, Athiest, Italian, 
MWHQNITC, Full Time Employee, 1964-07-28,58, 1983-10-24, , ,, Female, Widowed, M1, JML,35449.9, Italy, Nice, Production, IT3, Athiest, Italian, 
WEQYND0H, Full Time Employee, 2003-09-27,19, 2022-04-03, , ,, Male, Married, M1, JML,35448.89, Denmark, Aalborg, Customer Service, DM3, Jewish, Danish, 
HDAM9C56, Full Time Employee, 1974-01-04,49, 2006-09-15, , ,, Male, Separated, M4, MML,61553.34, Italy, Florence, Customer Service, IT3, Athiest, Italian, 
OFAUXKAQ, Full Time Employee, 2000-12-03,22, 2021-07-12, , ,, Male, Single, M2, JML,43199.16, Belgium, Antwerp, Engineering, BL2, Athiest, Dutch, 
MH3A2XQR, Full Time Employee, 1970-05-02,52, 2009-08-13, , ,, Male, Divorced, N1, NML,30650.74, Denmark, Copenhagen, Procurement, DM1, Athiest, Turkish, 
HCTWNR9E, Full Time Employee, 1979-12-03,43, 2009-03-05, , ,, Female, Single, M6, SML,95347.91, Belgium, Ghent, Sales & Marketing, BL2, Jewish, Belgian, 
PCUD1NZB, Full Time Employee, 1971-06-22,51, 2013-12-24, , ,, Male, Widowed, M2, JML,43201.05, Belgium, Brussels, Customer Service, BL2, Jewish, Moroccan, 
8Y2I0491, Full Time Employee, 1965-06-11,57, 1996-06-04, , ,, Male, Married, M4, MML,61547.77, Netherlands, Eindhoven, Engineering, NL4, Islam, Dutch, 
YI67R2GS, Full Time Employee, 1984-09-02,38, 2012-08-08, , ,, Female, Single, M1, JML,35450.63, Denmark, Esbjerg, Customer Service, DM3, Christianity, Danish, 
2CL8UH72, Full Time Employee, 1989-05-26,33, 2012-02-11, , ,, Male, Single, M2, JML,43200.59, India, Vizag, Production, IN1, Buddhism, Dravidian, 
QJLE5EVY, Full Time Employee, 1991-01-03,32, 2011-10-04, , ,, Female, Divorced, M4, MML,61551.12, Netherlands, Rotterdam, Production, NL1, Athiest, Dutch, 
FKH9V7S0, Full Time Employee, 1991-09-18,31, 2020-01-08, 2022-05-18, Childcare,Voluntary, Female, Married, M2, JML,43196.57, Belgium, Brussels, Production, BL1, Jewish, Belgian, 
NVGYGMOD, Full Time Employee, 1995-12-08,27, 2017-07-14, , ,, Female, Widowed, M4, MML,61549.53, India, Vizag, Sales & Marketing, IN3, Christianity, Indo-Aryan, 
BVHFBLII, Fixed Term Contractual Employee, 1972-11-23,50, 2004-09-15, , ,, Male, Divorced, M5, SML,76550.45, Belgium, Ghent, Engineering, BL1, Athiest, Belgian, 
SXCRBF5W, Full Time Employee, 1975-11-30,47, 1999-06-04, , ,, Male, Separated, M4, MML,61550.84, United Kingdom, Jersey, Production, UK1, Hindu, Asian British, 
JKQDF14U, Full Time Employee, 1973-12-01,49, 2019-04-29, , ,, Female, Separated, M1, JML,35446.14, Italy, Nice, Customer Service, IT1, Christianity, Italian, 
HNY9A65D, Full Time Employee, 1977-07-25,45, 1997-09-05, , ,, Male, Single, M1, JML,35450.76, United States, Phoenix, Production, US1, Athiest, White, 
38VUZ1IT, Full Time Employee, 1963-08-21,59, 1993-10-19, , ,, Male, Separated, N1, NML,30649.9, Denmark, Aalborg, Production, DM1, Jewish, Danish, 
RAZCSBE6, Casual Employee, 1974-09-02,48, 2008-01-20, , ,, Male, Widowed, M2, JML,43200.41, India, Delhi, Customer Service, IN1, Sikhism, Dravidian, 
796B4HXP, Fixed Term Contractual Employee, 1969-09-04,53, 2012-09-28, , ,, Female, Separated, N1, NML,30650.97, United States, Boston, Stores, US4, Islam, White, 
NCMB691Q, Casual Employee, 1978-06-16,44, 2015-03-02, , ,, Male, Single, M2, JML,43202.11, China, Guangzhou, Packing, CN4, Christianity, Zhang, 
ILKGOQVX, Casual Employee, 1984-06-15,38, 2010-12-08, 2013-10-04, Medical issues,Voluntary, Male, Married, M1, JML,35446.72, Indonesia, Jakarta, Procurement, IA3, Christianity, Malay, 
6NKGWT1V, Full Time Employee, 1988-02-07,35, 2010-06-03, , ,, Male, Single, M2, JML,43198.25, United States, Boston, Engineering, US2, Islam, White, 
6RAKANJZ, Full Time Employee, 1996-10-31,26, 2021-05-11, 2022-05-16, Relocation,Voluntary, Male, Married, M5, SML,76550.75, Belgium, Brussels, Engineering, BL2, Athiest, Belgian, 
RIYJU1V1, Full Time Employee, 1992-03-25,30, 2018-10-31, , ,, Female, Separated, M5, SML,76549.88, Indonesia, Bandung, Production, IA1, Christianity, Javanese, 
1ESRDOJR, Full Time Employee, 1961-08-23,61, 1999-03-13, , ,, Male, Separated, M2, JML,43198.92, Indonesia, Surabaya, Production, IA2, Islam, Javanese, 
AF5NHWZ0, Full Time Employee, 1987-08-31,35, 2010-01-24, , ,, Male, Separated, N2, NML,32748.15, United States, Boston, Production, US6, Christianity, White, 
ZXF94P9K, Full Time Employee, 1964-12-11,58, 2007-07-03, , ,, Female, Divorced, M1, JML,35453.66, United Kingdom, London, Sales & Marketing, UK4, Hindu, Black British, 
OCV6PIAP, Temporary Employee, 1967-06-18,55, 2004-09-14, , ,, Male, Separated, M3, MML,53045.45, Netherlands, Rotterdam, Engineering, NL4, Islam, Dutch, 
G3E8A6YW, Full Time Employee, 1988-07-16,34, 2010-06-09, , ,, Female, Divorced, M2, JML,43201.75, Indonesia, Surabaya, Sales & Marketing, IA3, Islam, Javanese, 
CUA41LCL, Full Time Employee, 1972-12-26,50, 1998-02-08, , ,, Female, Widowed, M1, JML,35447.55, Indonesia, Jakarta, Engineering, IA1, Christianity, Javanese, 
IK6HJJBD, Casual Employee, 1973-04-01,49, 2010-01-20, , ,, Female, Married, M1, JML,35450.07, Denmark, Esbjerg, Engineering, DM3, Islam, Turkish, 
DKGU0XSN, Full Time Employee, 1976-04-06,46, 2000-11-13, , ,, Male, Widowed, M4, MML,61552.43, Indonesia, Surabaya, Customer Service, IA3, Christianity, Javanese, 
10GTEP11, Full Time Employee, 1985-08-13,37, 2007-12-22, , ,, Female, Widowed, M1, JML,35451.28, Indonesia, Jakarta, Sales & Marketing, IA2, Hinduism, Javanese, 
F0LI8N1J, Full Time Employee, 2000-09-01,22, 2022-09-11, , ,, Male, Separated, M2, JML,43198.88, Belgium, Brussels, Sales & Marketing, BL3, Christianity, Moroccan, 
22SFCBWQ, Full Time Employee, 1992-09-09,30, 2015-09-07, , ,, Female, Single, EC, TML,128101.2, Indonesia, Jakarta, Production, IA2, Islam, Javanese, 
C5POPXIM, Full Time Employee, 1979-06-16,43, 2010-04-02, , ,, Male, Separated, M7, TML,106450.73, Denmark, Aalborg, Production, DM3, Christianity, Danish, 
BCVUV4AH, Casual Employee, 1972-08-05,50, 2018-12-28, , ,, Female, Separated, M1, JML,35451.71, Netherlands, Amsterdam, Production, NL2, Islam, Turkish, 
YUWR87YX, Full Time Employee, 1974-11-14,48, 2011-07-25, , ,, Male, Widowed, M5, SML,76547.51, Indonesia, Surabaya, Production, IA3, Hinduism, Javanese, 
HVMXHKC6, Full Time Employee, 1990-04-21,32, 2019-05-02, , ,, Female, Single, M2, JML,43199.04, Denmark, Esbjerg, Packing, DM3, Jewish, Danish, 
C5WJ0WDG, Fixed Term Contractual Employee, 1988-02-05,35, 2010-10-07, , ,, Male, Single, M1, JML,35448.85, Italy, Naples, Production, IT3, Jewish, Greek-Italian, 
TZHREJ03, Full Time Employee, 1999-04-12,23, 2018-05-28, , ,, Male, Widowed, M6, SML,95351.49, Netherlands, Eindhoven, Logistics, NL1, Christianity, Dutch, 
9KAVU0KF, Full Time Employee, 1973-06-22,49, 1995-04-21, , ,, Female, Divorced, M5, SML,76547.91, Italy, Nice, Production, IT3, Jewish, Italian, 
MWYCBHNV, Full Time Employee, 1990-04-13,32, 2017-05-03, 2019-08-24, Performance,Involuntary, Male, Widowed, N2, NML,32754.45, Denmark, Aalborg, Sales & Marketing, DM1, Islam, Turkish, 
CVUDDU67, Full Time Employee, 1965-10-10,57, 2007-10-04, , ,, Male, Married, M1, JML,35452.64, United Kingdom, York, Engineering, UK1, Islam, White, 
EEP254LA, Full Time Employee, 2003-12-13,19, 2022-12-08, , ,, Male, Widowed, M6, SML,95346.31, Italy, Naples, Logistics, IT2, Jewish, Italian, 
MQGL5WIL, Full Time Employee, 1998-07-27,24, 2018-09-12, 2022-11-03, Career change,Voluntary, Male, Married, M1, JML,35448.11, United Kingdom, Warwick, Engineering, UK1, Jewish, White, Caribbean British
L95KYT1F, Full Time Employee, 1971-03-14,51, 2000-09-13, , ,, Male, Single, N2, NML,32750.14, Belgium, Antwerp, Production, BL2, Islam, Moroccan, 
QM87RTZJ, Full Time Employee, 1982-11-17,40, 2001-10-07, , ,, Male, Divorced, M1, JML,35449.87, Italy, Naples, Logistics, IT1, Athiest, Italian, 
Q48G3952, Full Time Employee, 1989-03-09,33, 2012-07-15, , ,, Female, Widowed, M3, MML,53047.09, Italy, Nice, Customer Service, IT2, Islam, Italian, 
DVCSJ7NP, Full Time Employee, 1998-06-23,24, 2021-07-12, , ,, Female, Married, M3, MML,53049.49, India, Delhi, Production, IN4, Christianity, Dravidian, 
P4UV2LEV, Full Time Employee, 1978-01-11,45, 2014-11-02, 2015-06-25, Performance,Involuntary, Female, Separated, M2, JML,43201.67, United States, Phoenix, Engineering, US1, Christianity, White, 
Q1UNYL5T, Full Time Employee, 1996-12-19,26, 2021-06-06, , ,, Male, Married, M1, JML,35449.14, Netherlands, Amsterdam, Packing, NL2, Christianity, Dutch, 
GGF6VGVN, Full Time Employee, 1986-07-03,36, 2016-08-18, , ,, Female, Divorced, M7, TML,106451.56, India, Hyderabad, Production, IN1, Christianity, Dravidian, 
WZVGG6MR, Full Time Employee, 1994-10-27,28, 2013-09-08, , ,, Female, Separated, M2, JML,43201, United Kingdom, York, Procurement, UK5, Islam, Black British, 
AYX3FOY3, Fixed Term Contractual Employee, 2002-02-15,21, 2022-04-15, , ,, Male, Widowed, M4, MML,61548.66, India, Hyderabad, Sales & Marketing, IN1, Buddhism, Indo-Aryan, 
9QPWLWVF, Full Time Employee, 1971-06-22,51, 2014-05-23, , ,, Male, Single, M2, JML,43202.38, United States, Boston, Sales & Marketing, US6, Jewish, White, 
49E7P2AO, Full Time Employee, 1994-10-07,28, 2015-05-16, , ,, Female, Married, M4, MML,61546.84, India, Hyderabad, Customer Service, IN3, Jainism, Dravidian, 
GO31NAAQ, Full Time Employee, 1964-01-30,59, 2004-08-06, , ,, Female, Married, M1, JML,35450.97, Denmark, Copenhagen, Production, DM2, Islam, Danish, 
TPT7AZLI, Full Time Employee, 1998-09-11,24, 2017-11-25, , ,, Female, Married, M3, MML,53050.97, China, Chongqing, Engineering, CN2, Buddhism, Han Chinese, 
422COGW3, Full Time Employee, 1979-10-16,43, 1998-06-06, , ,, Male, Married, M1, JML,35448.76, Belgium, Brussels, Logistics, BL1, Jewish, Belgian, 
5CE6T4H4, Full Time Employee, 1971-07-21,51, 2012-10-30, , ,, Female, Separated, M4, MML,61549.51, Belgium, Brussels, Stores, BL2, Islam, Dutch, 
ZY2D6SB6, Full Time Employee, 1971-08-07,51, 2021-06-10, , ,, Female, Separated, N2, NML,32755.49, India, Chennai, Sales & Marketing, IN2, Buddhism, Indo-Aryan, 
VS7I6XB0, Temporary Employee, 2001-05-11,21, 2022-01-14, , ,, Female, Married, M6, SML,95352.48, India, Bangalore, Logistics, IN1, Christianity, Indo-Aryan, 
Q2NCFHTM, Temporary Employee, 1972-02-21,51, 2017-07-26, 2019-08-21, Relocation,Voluntary, Female, Single, M1, JML,35449.77, United States, Phoenix, Production, US6, Jewish, African-American, 
EWGQIXAA, Full Time Employee, 1975-08-23,47, 2000-07-09, , ,, Female, Divorced, M1, JML,35449.16, India, Hyderabad, Sales & Marketing, IN3, Jainism, Indo-Aryan, 
GCH8XQV6, Full Time Employee, 1982-03-08,40, 2016-05-23, , ,, Male, Married, M1, JML,35452.33, Indonesia, Jakarta, Packing, IA1, Hinduism, Javanese, 
S1OPAFXI, Full Time Employee, 1987-07-23,35, 2008-07-27, , ,, Male, Single, M2, JML,43201.68, China, Beijing, Production, CN4, Athiest, Zhang, 
2O8KYTRN, Full Time Employee, 2001-12-11,21, 2022-06-18, , ,, Male, Single, M5, SML,76549.41, United States, Boise, R&D, US1, Athiest, White, 
GJ4BE2VC, Full Time Employee, 1972-08-28,50, 1996-11-05, , ,, Male, Married, M1, JML,35451.23, India, Vizag, Production, IN1, Christianity, Dravidian, 
ZAYONQBT, Full Time Employee, 1984-01-14,39, 2012-10-05, , ,, Female, Married, M2, JML,43199.81, United States, Phoenix, HR, US5, Jewish, White, 
43FAUAT8, Full Time Employee, 1991-02-09,32, 2013-05-28, , ,, Female, Widowed, M2, JML,43200.07, Indonesia, Bandung, Production, IA1, Islam, Malay, 
VOISKTX6, Full Time Employee, 1968-07-21,54, 1987-03-06, , ,, Female, Single, M3, MML,53050.82, China, Beijing, Procurement, CN6, Buddhism, Han Chinese, 
UZLVINMZ, Full Time Employee, 2002-11-23,20, 2022-05-15, , ,, Female, Married, M1, JML,35448.84, Netherlands, Amsterdam, Engineering, NL2, Christianity, Dutch, 
ANRRCOUG, Casual Employee, 1965-12-28,57, 1987-07-20, , ,, Male, Widowed, M2, JML,43200.84, United States, Boise, Production, US1, Christianity, White, 
3C4UBIBQ, Full Time Employee, 1981-07-04,41, 2013-12-10, , ,, Male, Married, M4, MML,61549.45, China, Shanghai, Sales & Marketing, CN4, Buddhism, Han Chinese, 
NOYPXXLD, Full Time Employee, 1980-11-06,42, 2017-03-29, , ,, Male, Widowed, M2, JML,43196.9, Netherlands, Amsterdam, Production, NL4, Christianity, Turkish, 
LOYE1Q8N, Full Time Employee, 1971-07-22,51, 2008-01-13, 2012-12-29, Return to school,Voluntary, Female, Divorced, M2, JML,43198.95, Netherlands, Rotterdam, Production, NL1, Jewish, Dutch, 
2OAHH5Q2, Full Time Employee, 1976-05-22,46, 2002-01-12, , ,, Female, Widowed, M3, MML,53052.85, Belgium, Ghent, Sales & Marketing, BL3, Christianity, Dutch, 
FYK3DAEN, Full Time Employee, 1971-08-14,51, 2019-05-25, , ,, Female, Separated, M2, JML,43198.12, Italy, Rome, Production, IT2, Jewish, Slovene-Italian, 
NSSITF1R, Full Time Employee, 1987-06-20,35, 2022-02-15, , ,, Male, Single, M2, JML,43200.06, Netherlands, Amsterdam, Engineering, NL3, Islam, Dutch, 
CUYIG0O8, Full Time Employee, 1977-09-16,45, 2008-10-11, , ,, Female, Widowed, M3, MML,53050.91, Italy, Nice, R&D, IT1, Christianity, Italian, 
N6Y872VB, Full Time Employee, 1991-03-25,31, 2020-03-17, , ,, Female, Separated, M5, SML,76546.75, Belgium, Brussels, Production, BL1, Jewish, Belgian, 
VEK29PSM, Full Time Employee, 1993-02-08,30, 2019-06-15, , ,, Female, Separated, M2, JML,43199.77, Netherlands, Amsterdam, Logistics, NL4, Jewish, Dutch, 
4H6EOME7, Full Time Employee, 1966-07-06,56, 2011-02-19, , ,, Male, Divorced, M2, JML,43200.57, United Kingdom, London, Production, UK1, Jewish, White, 
4CYAUD7G, Fixed Term Contractual Employee, 1999-03-27,23, 2022-11-10, , ,, Male, Widowed, M6, SML,95347.59, Belgium, Brussels, Customer Service, BL2, Christianity, Belgian, 
FBC9PM3G, Full Time Employee, 1969-06-21,53, 2009-06-24, , ,, Male, Single, M2, JML,43201.48, Indonesia, Surabaya, Production, IA3, Christianity, Javanese, Bantenese
L05Z05EM, Full Time Employee, 1965-10-15,57, 1991-11-22, , ,, Male, Single, M2, JML,43199.72, Belgium, Brussels, Production, BL2, Islam, Belgian, 
EHBKD986, Casual Employee, 2000-03-11,22, 2019-07-07, , ,, Male, Single, M2, JML,43201.06, Belgium, Antwerp, Procurement, BL2, Athiest, Belgian, 
RB8SQXKD, Full Time Employee, 1997-11-13,25, 2017-10-20, , ,, Female, Divorced, M1, JML,35447.84, United Kingdom, Jersey, Sales & Marketing, UK1, Christianity, White, 
R78N7XUW, Full Time Employee, 1998-09-20,24, 2017-04-04, , ,, Male, Widowed, M1, JML,35452.03, United Kingdom, Jersey, Production, UK3, Christianity, White, 
NFX5OQ2Y, Full Time Employee, 1965-07-21,57, 1992-10-07, , ,, Male, Separated, M2, JML,43200.36, United States, Boston, Production, US3, Christianity, White, 
16OMDQQ2, Full Time Employee, 1990-06-14,32, 2014-12-10, , ,, Male, Widowed, M2, JML,43197.73, Belgium, Ghent, HR, BL2, Athiest, Moroccan, 
RHKZKANW, Full Time Employee, 1992-12-01,30, 2013-04-11, 2022-04-21, Relocation,Voluntary, Male, Married, M3, MML,53050.03, China, Chongqing, Customer Service, CN1, Christianity, Han Chinese, 
5KNMEVFK, Full Time Employee, 1980-04-27,42, 2002-04-21, , ,, Female, Divorced, M6, SML,95347.37, Belgium, Antwerp, Production, BL2, Jewish, Belgian, 
YLFH0PVK, Full Time Employee, 1968-04-28,54, 2010-11-14, , ,, Male, Divorced, M4, MML,61551.92, United Kingdom, London, Logistics, UK5, Christianity, White, 
6578PGDC, Full Time Employee, 2002-04-14,20, 2021-06-09, , ,, Female, Divorced, M2, JML,43202.39, United Kingdom, London, Production, UK4, Islam, White, 
X8ZP7BNC, Full Time Employee, 1961-01-11,62, 1984-09-15, , ,, Female, Married, M4, MML,61553.07, India, Vizag, HR, IN4, Jainism, Dravidian, 
UIXPBZ5V, Casual Employee, 2000-12-04,22, 2020-02-06, , ,, Male, Divorced, M2, JML,43199.93, Indonesia, Surabaya, Production, IA1, Islam, Javanese, Dayak
MELD17WI, Full Time Employee, 1993-07-01,29, 2012-08-16, , ,, Male, Widowed, M1, JML,35454.77, Denmark, Esbjerg, Packing, DM2, Athiest, Danish, 
3TO4E64M, Full Time Employee, 1997-08-04,25, 2019-03-23, , ,, Female, Married, M2, JML,43200.5, China, Guangzhou, Production, CN1, Buddhism, Han Chinese, Manchu
EEYR6R0M, Full Time Employee, 1992-07-26,30, 2016-05-28, , ,, Male, Married, M2, JML,43202.57, Indonesia, Surabaya, Sales & Marketing, IA3, Islam, Javanese, 
25FHVTT8, Full Time Employee, 1972-12-11,50, 2004-11-08, , ,, Female, Divorced, M4, MML,61550.71, Italy, Naples, Production, IT2, Christianity, Italian, 
PX1IYZSI, Full Time Employee, 1974-02-03,49, 2002-09-24, , ,, Male, Married, M4, MML,61552.2, China, Shanghai, Sales & Marketing, CN6, Islam, Han Chinese, 
1IY4W0CU, Full Time Employee, 1970-09-11,52, 1991-09-20, , ,, Male, Married, M3, MML,53055.5, Denmark, Esbjerg, Procurement, DM1, Jewish, Danish, 
03K9SJWR, Full Time Employee, 1969-10-26,53, 2011-03-05, 2012-03-07, Relocation,Voluntary, Male, Married, M2, JML,43201.11, United Kingdom, London, Customer Service, UK1, Christianity, White, 
RQHS514L, Full Time Employee, 1986-01-16,37, 2015-07-03, 2020-11-24, Return to school,Voluntary, Female, Divorced, M5, SML,76550.61, Belgium, Brussels, Customer Service, BL1, Athiest, Belgian, 
2Z1CK8VM, Temporary Employee, 1986-08-25,36, 2013-06-19, 2013-10-23, Performance,Involuntary, Male, Divorced, M5, SML,76555.47, United States, Phoenix, Production, US2, Christianity, White, 
P14G4P4T, Full Time Employee, 1997-06-25,25, 2017-03-02, , ,, Male, Single, M1, JML,35447.25, Netherlands, Amsterdam, Production, NL1, Islam, Dutch, 
I3UPE00W, Casual Employee, 2004-02-10,19, 2022-11-19, , ,, Female, Divorced, M5, SML,76549.84, China, Shanghai, Procurement, CN1, Islam, Han Chinese, 
DLAIWWNW, Full Time Employee, 1982-06-21,40, 2015-06-11, 2018-10-27, Childcare,Voluntary, Female, Married, M4, MML,61548.11, China, Guangzhou, Sales & Marketing, CN5, Buddhism, Han Chinese, 
3Z99WMPQ, Full Time Employee, 1978-10-09,44, 2005-02-26, , ,, Female, Married, M6, SML,95351.67, Denmark, Aalborg, Customer Service, DM3, Christianity, Danish, 
I5BEJGP4, Full Time Employee, 1987-09-13,35, 2017-02-26, 2019-03-17, Relocation,Voluntary, Male, Divorced, M5, SML,76549.57, Denmark, Aalborg, Sales & Marketing, DM1, Christianity, Polish, 
GDHJK3FT, Full Time Employee, 1988-01-30,35, 2022-09-02, , ,, Female, Single, M1, JML,35452.84, Italy, Naples, Production, IT3, Jewish, Italian, 
CRYOZBAT, Full Time Employee, 1987-02-05,36, 2005-03-17, , ,, Male, Separated, M3, MML,53053.76, United States, Phoenix, Production, US2, Athiest, White, 
T35MCJOF, Fixed Term Contractual Employee, 1988-05-20,34, 2006-06-17, , ,, Male, Divorced, M3, MML,53053.15, Netherlands, Eindhoven, Production, NL3, Jewish, Dutch, 
WWRTNF3T, Full Time Employee, 1973-12-11,49, 1996-04-06, 1997-08-09, Career change,Voluntary, Male, Separated, M1, JML,35448.23, Netherlands, Eindhoven, Engineering, NL4, Jewish, Dutch, 
9NSQ7SNN, Full Time Employee, 1995-07-13,27, 2015-06-18, , ,, Female, Married, M6, SML,95349.66, India, Delhi, Packing, IN4, Islam, Indo-Aryan, 
1Z7HVISS, Full Time Employee, 1973-11-04,49, 2003-08-11, , ,, Male, Divorced, M3, MML,53048.59, China, Chongqing, HR, CN2, Islam, Han Chinese, 
NIZ9F5SB, Full Time Employee, 2003-07-10,19, 2022-04-30, , ,, Male, Single, M3, MML,53051.95, Denmark, Copenhagen, Packing, DM3, Jewish, Danish, 
925EEEER, Full Time Employee, 1977-06-19,45, 2012-04-16, , ,, Female, Married, M2, JML,43194.84, Netherlands, Amsterdam, Production, NL2, Christianity, Dutch, 
YW74GG95, Full Time Employee, 1967-03-06,56, 1996-01-30, , ,, Female, Widowed, M2, JML,43200.73, Netherlands, Amsterdam, Sales & Marketing, NL2, Jewish, EU(excluding Dutch), 
AM9D3PDQ, Casual Employee, 1980-12-10,42, 1999-01-28, , ,, Male, Single, M5, SML,76549.81, China, Chongqing, Logistics, CN6, Buddhism, Han Chinese, 
GO8142Y3, Fixed Term Contractual Employee, 1986-09-29,36, 2018-04-21, , ,, Male, Separated, M2, JML,43200.23, Italy, Nice, Production, IT3, Christianity, Greek-Italian, 
DIBMELPG, Full Time Employee, 1984-08-23,38, 2004-12-13, , ,, Male, Single, M3, MML,53047.27, China, Chengdu, Logistics, CN1, Taoism, Han Chinese, 
EYGDTOFU, Temporary Employee, 1967-04-01,55, 2018-12-01, 2021-12-24, Medical issues,Voluntary, Female, Single, M2, JML,43196.87, Netherlands, Amsterdam, Engineering, NL3, Christianity, Dutch, 
PYZDQUMH, Fixed Term Contractual Employee, 1994-04-20,28, 2012-10-19, , ,, Female, Married, M1, JML,35450.68, Denmark, Aalborg, Production, DM2, Christianity, Danish, 
JHUVXAFE, Full Time Employee, 1991-10-26,31, 2012-11-21, , ,, Female, Separated, M5, SML,76548.8, Denmark, Copenhagen, Sales & Marketing, DM2, Jewish, Danish, 
RGGA615O, Full Time Employee, 1984-11-14,38, 2018-02-28, , ,, Female, Separated, M4, MML,61549.71, India, Delhi, Production, IN1, Hinduism, Indo-Aryan, 
PJ1A0FV9, Full Time Employee, 1999-10-24,23, 2022-11-23, , ,, Female, Divorced, M4, MML,61548.8, Italy, Naples, Production, IT2, Islam, Italian, 
ODT76802, Full Time Employee, 1978-03-06,44, 2016-02-04, , ,, Female, Widowed, M1, JML,35449.64, Italy, Naples, Sales & Marketing, IT2, Athiest, Italian, 
FDF9JLC1, Full Time Employee, 1991-05-01,31, 2012-01-04, , ,, Male, Divorced, M4, MML,61552.03, Netherlands, Eindhoven, Production, NL1, Islam, Dutch, 
AN6NVSM0, Full Time Employee, 1980-02-05,43, 2000-04-22, , ,, Male, Separated, M2, JML,43203.45, Netherlands, Rotterdam, Engineering, NL3, Christianity, Dutch, Surinamese
4FBSM1WR, Full Time Employee, 1981-01-23,42, 2020-04-03, , ,, Male, Divorced, M5, SML,76551.64, United States, Phoenix, Logistics, US4, Christianity, Amerindian, 
67N07YK2, Full Time Employee, 1990-07-07,32, 2013-12-12, , ,, Female, Separated, M5, SML,76548.55, United States, Boise, Packing, US5, Jewish, White, 
7MJNNZIR, Full Time Employee, 1991-09-13,31, 2010-09-13, , ,, Male, Separated, M6, SML,95348.67, India, Hyderabad, Production, IN3, Christianity, Dravidian, 
24FAIMG8, Casual Employee, 1994-01-03,29, 2018-04-28, , ,, Female, Separated, M3, MML,53048.93, China, Shanghai, Sales & Marketing, CN2, Christianity, Han Chinese, 
5Q6GAA6L, Full Time Employee, 1962-04-08,60, 2017-05-14, , ,, Female, Married, M1, JML,35452.17, China, Guangzhou, Production, CN5, Christianity, Han Chinese, 
GXXHJK3D, Full Time Employee, 1999-02-15,24, 2018-10-15, , ,, Male, Married, M4, MML,61550.33, China, Beijing, Production, CN2, Taoism, Han Chinese, 
7A8WUN2N, Full Time Employee, 1986-09-16,36, 2020-03-17, , ,, Female, Separated, M6, SML,95348.91, Denmark, Copenhagen, Customer Service, DM1, Islam, Danish, 
5FWFHIGQ, Full Time Employee, 1966-08-06,56, 2006-04-10, , ,, Male, Divorced, M3, MML,53050.03, Netherlands, Eindhoven, Engineering, NL4, Islam, Dutch, Moroccan
2YQ8JFZ8, Full Time Employee, 1977-05-18,45, 2012-03-09, 2020-08-12, Return to school,Voluntary, Female, Divorced, M1, JML,35450.67, China, Guangzhou, HR, CN5, Taoism, Han Chinese, 
Y827FMIO, Temporary Employee, 1983-08-16,39, 2017-04-24, , ,, Male, Married, M7, TML,106452.5, Italy, Naples, Sales & Marketing, IT2, Jewish, Italian, 
3NMHII36, Full Time Employee, 1991-12-24,31, 2015-03-13, , ,, Male, Divorced, M4, MML,61548.55, United States, Boise, Engineering, US1, Islam, White, 
8C5NELJ8, Full Time Employee, 1967-08-03,55, 2018-03-24, , ,, Male, Widowed, M2, JML,43197.81, Denmark, Copenhagen, Customer Service, DM2, Islam, Danish, 
STHJ370J, Full Time Employee, 1990-04-24,32, 2017-03-25, , ,, Female, Separated, M1, JML,35448.8, United States, Phoenix, Production, US2, Christianity, White, 
